node_id,authority_score,pagerank_score,authority_rank,pagerank_rank
1590,0.000000000000e+00,5.048837521545e-05,3268,3268
1591,0.000000000000e+00,5.048837521545e-05,3269,3269
1592,1.592680429895e-02,2.447573106897e-04,937,1089
1593,1.158291878852e-02,3.809224904428e-04,1186,635
1594,0.000000000000e+00,5.048837521545e-05,3270,3270
1595,5.830659064062e-03,1.102627778596e-04,1542,1823
1596,1.485220944720e-02,2.544348312194e-04,996,1051
1597,1.029974969299e-02,1.381274673588e-04,1257,1612
1599,0.000000000000e+00,5.048837521545e-05,3271,3271
1600,5.188726023720e-03,1.346848520119e-04,1608,1638
1601,0.000000000000e+00,5.048837521545e-05,3272,3272
1602,0.000000000000e+00,5.048837521545e-05,3273,3273
1603,1.403830886255e-02,2.553606896655e-04,1046,1047
1604,8.163969645884e-03,1.064689470003e-04,1382,1852
1605,0.000000000000e+00,5.048837521545e-05,3274,3274
1606,0.000000000000e+00,5.048837521545e-05,3275,3275
1607,0.000000000000e+00,5.048837521545e-05,3276,3276
1608,2.338785345831e-02,3.373282938733e-04,576,755
1609,0.000000000000e+00,5.048837521545e-05,3277,3277
1610,6.404540265708e-03,1.925550422468e-04,1501,1341
1611,0.000000000000e+00,5.048837521545e-05,3278,3278
1612,2.354381457141e-03,7.758496412164e-05,1968,2102
1613,1.020863778953e-02,1.959725054788e-04,1261,1318
1614,0.000000000000e+00,5.048837521545e-05,3279,3279
1615,0.000000000000e+00,5.048837521545e-05,3280,3280
1616,0.000000000000e+00,5.048837521545e-05,3281,3281
1617,0.000000000000e+00,5.048837521545e-05,3282,3282
1618,8.199888384498e-03,1.748286161037e-04,1379,1410
1619,9.205713433060e-03,7.455388291480e-05,1325,2141
1620,0.000000000000e+00,5.048837521545e-05,3283,3283
1621,1.970183800558e-02,3.238301187352e-04,740,792
1622,2.784148558706e-02,5.003030247800e-04,400,399
1623,0.000000000000e+00,5.048837521545e-05,3284,3284
1625,0.000000000000e+00,5.048837521545e-05,3285,3285
1626,0.000000000000e+00,5.048837521545e-05,3286,3286
1627,0.000000000000e+00,5.048837521545e-05,3287,3287
1628,1.243701111193e-02,1.039069973068e-04,1141,1878
1629,5.986984761995e-03,9.091056123727e-05,1529,1995
1630,0.000000000000e+00,5.048837521545e-05,3288,3288
1631,0.000000000000e+00,5.048837521545e-05,3289,3289
1632,0.000000000000e+00,5.048837521545e-05,3290,3290
1633,5.886634656121e-02,1.017135852187e-03,30,92
1634,0.000000000000e+00,5.048837521545e-05,3291,3291
1635,0.000000000000e+00,5.048837521545e-05,3292,3292
1636,2.192951421679e-03,6.623333329498e-05,1993,2228
1637,1.991793829705e-02,4.532718387270e-04,726,473
1638,1.065437466594e-02,7.159615697219e-04,1238,203
1639,0.000000000000e+00,5.048837521545e-05,3293,3293
1641,1.329775453262e-02,2.508251571831e-04,1096,1067
1642,0.000000000000e+00,5.048837521545e-05,3294,3294
1643,0.000000000000e+00,5.048837521545e-05,3295,3295
1644,0.000000000000e+00,5.048837521545e-05,3296,3296
1645,0.000000000000e+00,5.048837521545e-05,3297,3297
1646,2.383371065763e-02,5.486868783043e-04,563,331
1647,0.000000000000e+00,5.048837521545e-05,3298,3298
1648,2.824508973913e-02,3.491169564593e-04,384,727
1649,7.607716500607e-03,9.793776312436e-05,1422,1909
1650,0.000000000000e+00,5.048837521545e-05,3299,3299
1651,0.000000000000e+00,5.048837521545e-05,3300,3300
1652,6.456186903460e-03,1.818248251624e-04,1496,1381
1653,2.040314279921e-02,1.625590695103e-04,709,1472
1654,1.101651478489e-02,2.041664815571e-04,1211,1277
1655,0.000000000000e+00,5.048837521545e-05,3301,3301
1656,0.000000000000e+00,5.048837521545e-05,3302,3302
1657,3.309183107933e-03,6.272921265852e-05,1828,2267
1658,1.447050047861e-02,2.594055670866e-04,1018,1032
1659,0.000000000000e+00,5.048837521545e-05,3303,3303
1660,0.000000000000e+00,5.048837521545e-05,3304,3304
1661,1.460785399380e-02,5.362816375587e-04,1010,347
1662,8.142779856583e-03,1.278396427355e-04,1385,1683
1663,0.000000000000e+00,5.048837521545e-05,3305,3305
1664,2.319099600936e-04,9.377666909538e-05,2294,1951
1665,0.000000000000e+00,5.048837521545e-05,3306,3306
1666,0.000000000000e+00,5.048837521545e-05,3307,3307
1667,0.000000000000e+00,5.048837521545e-05,3308,3308
1668,0.000000000000e+00,5.048837521545e-05,3309,3309
1669,6.711322149185e-03,1.080395404061e-04,1476,1839
1670,0.000000000000e+00,5.048837521545e-05,3310,3310
1671,0.000000000000e+00,5.048837521545e-05,3311,3311
1672,9.010525859219e-03,1.077540639776e-04,1336,1841
1674,0.000000000000e+00,5.048837521545e-05,3312,3312
1675,0.000000000000e+00,5.048837521545e-05,3313,3313
1676,0.000000000000e+00,5.048837521545e-05,3314,3314
1677,0.000000000000e+00,5.048837521545e-05,3315,3315
1678,8.163817353738e-03,9.056155073960e-05,1383,1998
1679,3.020284640271e-02,5.069019724777e-04,320,385
1680,3.958253454384e-02,3.488027047491e-04,133,729
1681,0.000000000000e+00,5.048837521545e-05,3316,3316
1682,0.000000000000e+00,5.048837521545e-05,3317,3317
1683,0.000000000000e+00,5.048837521545e-05,3318,3318
1684,0.000000000000e+00,5.048837521545e-05,3319,3319
1685,0.000000000000e+00,5.048837521545e-05,3320,3320
1686,0.000000000000e+00,5.048837521545e-05,3321,3321
1687,4.049708386368e-03,1.278880188267e-04,1735,1681
1688,4.013506513728e-02,5.631754724048e-04,127,320
1689,5.535769560634e-03,7.021296014166e-05,1571,2183
1690,0.000000000000e+00,5.048837521545e-05,3322,3322
1691,0.000000000000e+00,5.048837521545e-05,3323,3323
1692,5.225633512956e-03,1.379779381594e-04,1603,1615
1693,0.000000000000e+00,5.048837521545e-05,3324,3324
1694,0.000000000000e+00,5.048837521545e-05,3325,3325
1695,0.000000000000e+00,5.048837521545e-05,3326,3326
1696,0.000000000000e+00,5.048837521545e-05,3327,3327
1697,1.462276526776e-02,4.834882633527e-04,1009,426
1698,0.000000000000e+00,5.048837521545e-05,3328,3328
1699,0.000000000000e+00,5.048837521545e-05,3329,3329
1700,2.299227625996e-02,3.812552563394e-04,592,633
1701,1.194797273275e-02,4.888346561997e-04,1166,417
1703,0.000000000000e+00,5.048837521545e-05,3330,3330
1704,0.000000000000e+00,5.048837521545e-05,3331,3331
1705,2.434493914697e-02,5.142059570059e-04,548,378
1706,2.784335643188e-02,3.531678752615e-04,399,714
1707,9.053248284291e-03,1.964363341792e-04,1334,1313
1708,0.000000000000e+00,5.048837521545e-05,3332,3332
1709,0.000000000000e+00,5.048837521545e-05,3333,3333
1710,0.000000000000e+00,5.048837521545e-05,3334,3334
1711,0.000000000000e+00,5.048837521545e-05,3335,3335
1712,0.000000000000e+00,5.048837521545e-05,3336,3336
1713,0.000000000000e+00,5.048837521545e-05,3337,3337
1714,1.178802832793e-02,1.612509860132e-04,1178,1477
1715,0.000000000000e+00,5.048837521545e-05,3338,3338
1716,4.064049638097e-03,1.048380921223e-04,1733,1869
1717,3.108395819314e-02,8.276997439520e-04,296,142
1718,1.317510533062e-02,4.680167556246e-04,1105,453
1719,0.000000000000e+00,5.048837521545e-05,3339,3339
1720,0.000000000000e+00,5.048837521545e-05,3340,3340
1721,0.000000000000e+00,5.048837521545e-05,3341,3341
1722,0.000000000000e+00,5.048837521545e-05,3342,3342
1723,2.457583676882e-02,6.478798232123e-04,534,248
1724,0.000000000000e+00,5.048837521545e-05,3343,3343
1725,0.000000000000e+00,5.048837521545e-05,3344,3344
1726,1.389816128413e-02,9.963576902437e-04,1056,96
1728,0.000000000000e+00,5.048837521545e-05,3345,3345
1729,3.012344634372e-02,5.420885566601e-04,322,337
1730,1.262312630110e-02,1.353707223811e-04,1134,1632
1731,0.000000000000e+00,5.048837521545e-05,3346,3346
1732,8.875577520997e-03,1.271233789487e-04,1344,1688
1733,2.290836439009e-02,1.282082751771e-04,600,1679
1734,3.844530199584e-02,4.335986883775e-04,150,524
1735,0.000000000000e+00,5.048837521545e-05,3347,3347
1736,0.000000000000e+00,5.048837521545e-05,3348,3348
1737,0.000000000000e+00,5.048837521545e-05,3349,3349
1738,0.000000000000e+00,5.048837521545e-05,3350,3350
1739,0.000000000000e+00,5.048837521545e-05,3351,3351
1740,0.000000000000e+00,5.048837521545e-05,3352,3352
1741,0.000000000000e+00,5.048837521545e-05,3353,3353
1742,0.000000000000e+00,5.048837521545e-05,3354,3354
1743,0.000000000000e+00,5.048837521545e-05,3355,3355
1744,2.653319673871e-02,5.697665534801e-04,447,314
1745,0.000000000000e+00,5.048837521545e-05,3356,3356
1746,1.058576165152e-02,2.620869745978e-04,1240,1020
1747,1.049813816836e-02,1.249459941516e-04,1246,1701
1748,0.000000000000e+00,5.048837521545e-05,3357,3357
1749,1.404140742093e-02,2.081641400969e-04,1045,1261
1751,0.000000000000e+00,5.048837521545e-05,3358,3358
1752,1.224760264037e-02,1.280138922786e-04,1154,1680
1753,0.000000000000e+00,5.048837521545e-05,3359,3359
1754,4.586591578392e-02,8.568867718269e-04,69,132
1755,0.000000000000e+00,5.048837521545e-05,3360,3360
1756,0.000000000000e+00,5.048837521545e-05,3361,3361
1757,1.532718183682e-02,1.343129754632e-04,977,1642
1758,1.508496361943e-02,2.673476842379e-04,988,999
1759,0.000000000000e+00,5.048837521545e-05,3362,3362
1760,0.000000000000e+00,5.048837521545e-05,3363,3363
1761,0.000000000000e+00,5.048837521545e-05,3364,3364
1762,0.000000000000e+00,5.048837521545e-05,3365,3365
1763,0.000000000000e+00,5.048837521545e-05,3366,3366
1764,0.000000000000e+00,5.048837521545e-05,3367,3367
1765,0.000000000000e+00,5.048837521545e-05,3368,3368
1766,0.000000000000e+00,5.048837521545e-05,3369,3369
1767,0.000000000000e+00,5.048837521545e-05,3370,3370
1768,1.144055254331e-02,1.125252271666e-04,1192,1801
1769,3.461720372817e-02,3.522674971066e-04,204,718
1770,2.746955473161e-03,1.001965865987e-04,1911,1894
1771,1.811114229876e-03,1.437421600985e-04,2045,1571
1772,2.630499109150e-02,3.740867671510e-04,459,653
1773,0.000000000000e+00,5.048837521545e-05,3371,3371
1774,2.233870813868e-02,2.322652073090e-04,626,1150
1775,0.000000000000e+00,5.048837521545e-05,3372,3372
1777,2.523774965036e-02,3.227679962160e-04,503,796
1778,0.000000000000e+00,5.048837521545e-05,3373,3373
1780,9.616994791011e-03,1.743771262714e-04,1300,1411
1781,2.443073573748e-02,3.130612327556e-04,544,833
1782,0.000000000000e+00,5.048837521545e-05,3374,3374
1783,1.919975245275e-02,2.398490747300e-04,764,1113
1784,0.000000000000e+00,5.048837521545e-05,3375,3375
1785,0.000000000000e+00,5.048837521545e-05,3376,3376
1787,1.603141557783e-02,3.137109487429e-04,932,827
1788,1.059013519824e-02,2.556486572162e-04,1239,1045
1789,0.000000000000e+00,5.048837521545e-05,3377,3377
1790,0.000000000000e+00,5.048837521545e-05,3378,3378
1791,1.237608274273e-02,1.219154572645e-04,1144,1717
1792,2.631397062214e-02,2.042626887134e-04,458,1275
1793,4.462210734654e-03,2.042530609669e-04,1682,1276
1794,0.000000000000e+00,5.048837521545e-05,3379,3379
1795,0.000000000000e+00,5.048837521545e-05,3380,3380
1796,0.000000000000e+00,5.048837521545e-05,3381,3381
1797,0.000000000000e+00,5.048837521545e-05,3382,3382
1798,1.097908397978e-02,2.279099712096e-04,1216,1168
1799,3.939693243060e-02,3.084446320532e-04,137,849
1800,0.000000000000e+00,5.048837521545e-05,3383,3383
1802,1.076421805815e-02,3.113867504093e-04,1230,838
1803,0.000000000000e+00,5.048837521545e-05,3384,3384
1804,0.000000000000e+00,5.048837521545e-05,3385,3385
1805,1.376019191393e-02,1.711541995517e-04,1067,1431
1806,0.000000000000e+00,5.048837521545e-05,3386,3386
1807,0.000000000000e+00,5.048837521545e-05,3387,3387
1808,2.819991952285e-02,3.485489774168e-04,386,730
1809,0.000000000000e+00,5.048837521545e-05,3388,3388
1810,0.000000000000e+00,5.048837521545e-05,3389,3389
1811,1.086869554165e-02,4.436960818219e-04,1225,489
1812,0.000000000000e+00,5.048837521545e-05,3390,3390
1813,0.000000000000e+00,5.048837521545e-05,3391,3391
1814,3.728652250648e-02,2.781739625853e-04,165,955
1816,1.970251529825e-02,2.818754098609e-04,739,942
1819,2.174360915675e-03,1.261855870984e-04,1999,1699
1820,0.000000000000e+00,5.048837521545e-05,3392,3392
1821,0.000000000000e+00,5.048837521545e-05,3393,3393
1822,0.000000000000e+00,5.048837521545e-05,3394,3394
1823,1.520328805536e-02,1.612079035072e-04,982,1478
1825,0.000000000000e+00,5.048837521545e-05,3395,3395
1826,0.000000000000e+00,5.048837521545e-05,3396,3396
1827,0.000000000000e+00,5.048837521545e-05,3397,3397
1828,0.000000000000e+00,5.048837521545e-05,3398,3398
1829,0.000000000000e+00,5.048837521545e-05,3399,3399
1830,0.000000000000e+00,5.048837521545e-05,3400,3400
1831,0.000000000000e+00,5.048837521545e-05,3401,3401
1832,0.000000000000e+00,5.048837521545e-05,3402,3402
1833,1.928609209790e-03,1.380836914991e-04,2028,1613
1834,0.000000000000e+00,5.048837521545e-05,3403,3403
1835,1.688174978957e-02,4.789944626544e-04,896,435
1836,2.749197394783e-02,5.397892621111e-04,411,342
1837,9.957668591518e-03,1.208306551180e-04,1280,1726
1838,0.000000000000e+00,5.048837521545e-05,3404,3404
1839,0.000000000000e+00,5.048837521545e-05,3405,3405
1840,0.000000000000e+00,5.048837521545e-05,3406,3406
1841,0.000000000000e+00,5.048837521545e-05,3407,3407
1842,3.426155416158e-02,1.235187968102e-03,214,57
1844,0.000000000000e+00,5.048837521545e-05,3408,3408
1845,0.000000000000e+00,5.048837521545e-05,3409,3409
1846,0.000000000000e+00,5.048837521545e-05,3410,3410
1847,2.930578331507e-02,3.738279646208e-04,352,654
1848,1.365879121312e-02,1.705832367895e-04,1072,1435
1849,1.589377993865e-02,4.480393435962e-04,940,480
1852,0.000000000000e+00,5.048837521545e-05,3411,3411
1853,0.000000000000e+00,5.048837521545e-05,3412,3412
1855,2.239792039826e-02,1.101472053617e-03,621,72
1856,0.000000000000e+00,5.048837521545e-05,3413,3413
1857,9.344280951682e-03,1.736968610058e-04,1317,1415
1858,1.523557645452e-02,1.754826869640e-04,980,1407
1859,1.581652678270e-02,6.027726954217e-04,944,283
1860,0.000000000000e+00,5.048837521545e-05,3414,3414
1861,5.110469530263e-03,1.466501096406e-04,1617,1561
1862,0.000000000000e+00,5.048837521545e-05,3415,3415
1863,0.000000000000e+00,5.048837521545e-05,3416,3416
1864,8.415113112293e-03,2.585404957319e-04,1366,1037
1865,6.273732096574e-03,2.039010325892e-04,1509,1278
1866,0.000000000000e+00,5.048837521545e-05,3417,3417
1867,0.000000000000e+00,5.048837521545e-05,3418,3418
1868,0.000000000000e+00,5.048837521545e-05,3419,3419
1869,0.000000000000e+00,5.048837521545e-05,3420,3420
1870,0.000000000000e+00,5.048837521545e-05,3421,3421
1871,0.000000000000e+00,5.048837521545e-05,3422,3422
1872,0.000000000000e+00,5.048837521545e-05,3423,3423
1873,0.000000000000e+00,5.048837521545e-05,3424,3424
1874,0.000000000000e+00,5.048837521545e-05,3425,3425
1875,0.000000000000e+00,5.048837521545e-05,3426,3426
1876,0.000000000000e+00,5.048837521545e-05,3427,3427
1879,0.000000000000e+00,5.048837521545e-05,3428,3428
1880,1.422986491889e-02,1.137940581040e-04,1034,1790
1881,0.000000000000e+00,5.048837521545e-05,3429,3429
1882,0.000000000000e+00,5.048837521545e-05,3430,3430
1883,0.000000000000e+00,5.048837521545e-05,3431,3431
1884,9.331757842013e-03,1.556382516272e-04,1320,1507
1885,0.000000000000e+00,5.048837521545e-05,3432,3432
1886,0.000000000000e+00,5.048837521545e-05,3433,3433
1887,0.000000000000e+00,5.048837521545e-05,3434,3434
1888,2.623790129898e-02,4.174807350487e-04,464,552
1889,0.000000000000e+00,5.048837521545e-05,3435,3435
1890,0.000000000000e+00,5.048837521545e-05,3436,3436
1891,0.000000000000e+00,5.048837521545e-05,3437,3437
1892,0.000000000000e+00,5.048837521545e-05,3438,3438
1893,2.611457774203e-02,6.124228089260e-04,469,275
1894,0.000000000000e+00,5.048837521545e-05,3439,3439
1895,0.000000000000e+00,5.048837521545e-05,3440,3440
1896,0.000000000000e+00,5.048837521545e-05,3441,3441
1897,0.000000000000e+00,5.048837521545e-05,3442,3442
1899,0.000000000000e+00,5.048837521545e-05,3443,3443
1900,0.000000000000e+00,5.048837521545e-05,3444,3444
1901,1.031152203179e-02,1.604070437889e-04,1256,1486
1902,0.000000000000e+00,5.048837521545e-05,3445,3445
1903,1.432606186124e-02,2.408106089490e-04,1026,1109
1905,0.000000000000e+00,5.048837521545e-05,3446,3446
1906,0.000000000000e+00,5.048837521545e-05,3447,3447
1907,0.000000000000e+00,5.048837521545e-05,3448,3448
1908,1.385694936173e-02,4.681299838852e-04,1059,452
1909,0.000000000000e+00,5.048837521545e-05,3449,3449
1911,0.000000000000e+00,5.048837521545e-05,3450,3450
1912,0.000000000000e+00,5.048837521545e-05,3451,3451
1913,0.000000000000e+00,5.048837521545e-05,3452,3452
1914,0.000000000000e+00,5.048837521545e-05,3453,3453
1915,1.507091776099e-02,1.893986480633e-04,989,1350
1916,0.000000000000e+00,5.048837521545e-05,3454,3454
1917,0.000000000000e+00,5.048837521545e-05,3455,3455
1918,2.785386977882e-02,4.867817715690e-04,397,422
1919,4.332441602595e-02,6.608163338277e-04,94,239
1920,6.507735687202e-03,1.471335718258e-04,1495,1557
1921,0.000000000000e+00,5.048837521545e-05,3456,3456
1922,0.000000000000e+00,5.048837521545e-05,3457,3457
1923,0.000000000000e+00,5.048837521545e-05,3458,3458
1924,0.000000000000e+00,5.048837521545e-05,3459,3459
1925,0.000000000000e+00,5.048837521545e-05,3460,3460
1926,0.000000000000e+00,5.048837521545e-05,3461,3461
1927,1.253636610364e-02,2.988867304641e-04,1138,885
1928,0.000000000000e+00,5.048837521545e-05,3462,3462
1929,0.000000000000e+00,5.048837521545e-05,3463,3463
1930,0.000000000000e+00,5.048837521545e-05,3464,3464
1931,0.000000000000e+00,5.048837521545e-05,3465,3465
1932,0.000000000000e+00,5.048837521545e-05,3466,3466
1933,0.000000000000e+00,5.048837521545e-05,3467,3467
1934,0.000000000000e+00,5.048837521545e-05,3468,3468
1935,1.509713749218e-02,4.123991166757e-04,987,565
1937,0.000000000000e+00,5.048837521545e-05,3469,3469
1938,0.000000000000e+00,5.048837521545e-05,3470,3470
1939,0.000000000000e+00,5.048837521545e-05,3471,3471
1940,0.000000000000e+00,5.048837521545e-05,3472,3472
1941,0.000000000000e+00,5.048837521545e-05,3473,3473
1943,0.000000000000e+00,5.048837521545e-05,3474,3474
1944,0.000000000000e+00,5.048837521545e-05,3475,3475
1945,0.000000000000e+00,5.048837521545e-05,3476,3476
1946,0.000000000000e+00,5.048837521545e-05,3477,3477
1947,0.000000000000e+00,5.048837521545e-05,3478,3478
1948,0.000000000000e+00,5.048837521545e-05,3479,3479
1950,5.871735197041e-04,6.213930763915e-05,2229,2271
1951,0.000000000000e+00,5.048837521545e-05,3480,3480
1952,0.000000000000e+00,5.048837521545e-05,3481,3481
1953,1.160071147385e-02,2.168980051169e-04,1184,1215
1955,1.406974368847e-03,6.618020656861e-05,2101,2229
1956,3.911650435775e-02,8.031777585624e-04,142,154
1958,0.000000000000e+00,5.048837521545e-05,3482,3482
1959,0.000000000000e+00,5.048837521545e-05,3483,3483
1960,0.000000000000e+00,5.048837521545e-05,3484,3484
1961,7.630122127403e-03,2.175365617142e-04,1421,1211
1962,0.000000000000e+00,5.048837521545e-05,3485,3485
1963,1.307215275722e-02,4.029932958412e-04,1107,585
1964,2.114389648150e-02,2.776382902456e-04,674,958
1965,1.291635552682e-02,2.191276476898e-04,1117,1202
1966,2.636549823147e-02,3.543549242516e-04,456,710
1967,0.000000000000e+00,5.048837521545e-05,3486,3486
1968,0.000000000000e+00,5.048837521545e-05,3487,3487
1969,2.079844085984e-02,2.098066736348e-04,694,1252
1970,5.212179406894e-04,5.084669398243e-05,2239,2372
1971,2.026181126943e-03,5.054389283373e-05,2015,2381
1972,2.161626342835e-02,2.147958118982e-04,657,1230
1973,1.894056595437e-02,1.856451152982e-04,785,1363
1975,0.000000000000e+00,5.048837521545e-05,3488,3488
1976,0.000000000000e+00,5.048837521545e-05,3489,3489
1977,1.541199859500e-02,4.740946727945e-04,970,442
1978,0.000000000000e+00,5.048837521545e-05,3490,3490
1979,1.364333100714e-02,1.268677082854e-04,1073,1692
1980,0.000000000000e+00,5.048837521545e-05,3491,3491
1981,0.000000000000e+00,5.048837521545e-05,3492,3492
1982,4.228913264507e-02,8.096325150878e-04,106,150
1983,8.195706043965e-03,9.116888097352e-05,1380,1993
1984,1.949546239013e-02,1.882323729638e-04,748,1354
1985,9.987562498112e-03,1.848818496679e-04,1276,1369
1986,0.000000000000e+00,5.048837521545e-05,3493,3493
1987,1.604532830114e-02,1.402517390214e-04,930,1599
1988,0.000000000000e+00,5.048837521545e-05,3494,3494
1989,0.000000000000e+00,5.048837521545e-05,3495,3495
1990,3.947263241023e-02,5.164013004831e-04,136,370
1991,1.270726843998e-02,1.353011928937e-04,1131,1633
1992,2.676445216750e-02,4.828067159702e-04,438,429
1993,0.000000000000e+00,5.048837521545e-05,3496,3496
1994,0.000000000000e+00,5.048837521545e-05,3497,3497
1995,0.000000000000e+00,5.048837521545e-05,3498,3498
1996,0.000000000000e+00,5.048837521545e-05,3499,3499
1997,1.712802729308e-02,3.158593221532e-04,881,816
2000,0.000000000000e+00,5.048837521545e-05,3500,3500
2001,2.976282637134e-02,2.782562703214e-04,335,953
2002,0.000000000000e+00,5.048837521545e-05,3501,3501
2003,0.000000000000e+00,5.048837521545e-05,3502,3502
2004,1.422859073928e-02,2.134355320329e-04,1035,1239
2005,0.000000000000e+00,5.048837521545e-05,3503,3503
2007,6.163286795366e-03,1.083401157630e-04,1514,1835
2008,0.000000000000e+00,5.048837521545e-05,3504,3504
2009,0.000000000000e+00,5.048837521545e-05,3505,3505
2010,0.000000000000e+00,5.048837521545e-05,3506,3506
2011,0.000000000000e+00,5.048837521545e-05,3507,3507
2012,0.000000000000e+00,5.048837521545e-05,3508,3508
2013,0.000000000000e+00,5.048837521545e-05,3509,3509
2014,2.389337287783e-02,5.633308905649e-04,559,319
2015,0.000000000000e+00,5.048837521545e-05,3510,3510
2016,2.759977024423e-02,2.980304769814e-04,409,889
2017,0.000000000000e+00,5.048837521545e-05,3511,3511
2018,0.000000000000e+00,5.048837521545e-05,3512,3512
2019,0.000000000000e+00,5.048837521545e-05,3513,3513
2020,0.000000000000e+00,5.048837521545e-05,3514,3514
2021,0.000000000000e+00,5.048837521545e-05,3515,3515
2023,0.000000000000e+00,5.048837521545e-05,3516,3516
2024,0.000000000000e+00,5.048837521545e-05,3517,3517
2025,0.000000000000e+00,5.048837521545e-05,3518,3518
2026,0.000000000000e+00,5.048837521545e-05,3519,3519
2027,0.000000000000e+00,5.048837521545e-05,3520,3520
2028,0.000000000000e+00,5.048837521545e-05,3521,3521
2029,0.000000000000e+00,5.048837521545e-05,3522,3522
2030,0.000000000000e+00,5.048837521545e-05,3523,3523
2031,0.000000000000e+00,5.048837521545e-05,3524,3524
2032,0.000000000000e+00,5.048837521545e-05,3525,3525
2033,0.000000000000e+00,5.048837521545e-05,3526,3526
2034,0.000000000000e+00,5.048837521545e-05,3527,3527
2035,0.000000000000e+00,5.048837521545e-05,3528,3528
2036,0.000000000000e+00,5.048837521545e-05,3529,3529
2037,0.000000000000e+00,5.048837521545e-05,3530,3530
2038,0.000000000000e+00,5.048837521545e-05,3531,3531
2040,0.000000000000e+00,5.048837521545e-05,3532,3532
2041,0.000000000000e+00,5.048837521545e-05,3533,3533
2042,0.000000000000e+00,5.048837521545e-05,3534,3534
2044,0.000000000000e+00,5.048837521545e-05,3535,3535
2045,0.000000000000e+00,5.048837521545e-05,3536,3536
2047,0.000000000000e+00,5.048837521545e-05,3537,3537
2049,0.000000000000e+00,5.048837521545e-05,3538,3538
2050,0.000000000000e+00,5.048837521545e-05,3539,3539
2051,0.000000000000e+00,5.048837521545e-05,3540,3540
2052,0.000000000000e+00,5.048837521545e-05,3541,3541
2053,1.271295828032e-02,2.213048394240e-04,1130,1189
2054,0.000000000000e+00,5.048837521545e-05,3542,3542
2055,5.484841226194e-03,1.062503188257e-04,1576,1857
2056,0.000000000000e+00,5.048837521545e-05,3543,3543
2057,0.000000000000e+00,5.048837521545e-05,3544,3544
2058,0.000000000000e+00,5.048837521545e-05,3545,3545
2059,0.000000000000e+00,5.048837521545e-05,3546,3546
2060,6.120760942137e-03,1.265790945524e-04,1518,1694
2061,0.000000000000e+00,5.048837521545e-05,3547,3547
2062,2.067340158941e-02,4.575104711759e-04,699,467
2063,0.000000000000e+00,5.048837521545e-05,3548,3548
2064,0.000000000000e+00,5.048837521545e-05,3549,3549
2065,0.000000000000e+00,5.048837521545e-05,3550,3550
2066,7.522789260955e-02,1.715698447312e-03,12,25
2067,0.000000000000e+00,5.048837521545e-05,3551,3551
2068,0.000000000000e+00,5.048837521545e-05,3552,3552
2069,2.507622154944e-03,1.160702626254e-04,1937,1762
2070,0.000000000000e+00,5.048837521545e-05,3553,3553
2071,2.253301776232e-02,2.992860654853e-04,616,883
2072,8.572159151162e-03,2.043049095955e-04,1356,1274
2073,1.504183281507e-02,2.389125249694e-04,990,1117
2076,1.355090354944e-02,2.222462020036e-04,1080,1185
2077,0.000000000000e+00,5.048837521545e-05,3554,3554
2079,9.189313454090e-03,3.000529300322e-04,1326,879
2081,0.000000000000e+00,5.048837521545e-05,3555,3555
2082,0.000000000000e+00,5.048837521545e-05,3556,3556
2083,1.832521839892e-03,5.609581910656e-05,2042,2327
2084,0.000000000000e+00,5.048837521545e-05,3557,3557
2085,7.935295025020e-03,2.343650081327e-04,1398,1140
2086,0.000000000000e+00,5.048837521545e-05,3558,3558
2087,0.000000000000e+00,5.048837521545e-05,3559,3559
2088,0.000000000000e+00,5.048837521545e-05,3560,3560
2089,0.000000000000e+00,5.048837521545e-05,3561,3561
2090,0.000000000000e+00,5.048837521545e-05,3562,3562
2091,1.389279199996e-02,2.117200455801e-04,1057,1244
2092,5.752036889993e-05,5.925499309368e-05,2330,2298
2093,0.000000000000e+00,5.048837521545e-05,3563,3563
2094,0.000000000000e+00,5.048837521545e-05,3564,3564
2095,1.043249327681e-02,3.607126543406e-04,1252,692
2096,0.000000000000e+00,5.048837521545e-05,3565,3565
2097,1.413808342490e-02,1.138647560769e-04,1041,1789
2099,0.000000000000e+00,5.048837521545e-05,3566,3566
2100,0.000000000000e+00,5.048837521545e-05,3567,3567
2101,5.365204294273e-03,1.328858969949e-04,1586,1649
2102,2.337841242205e-02,3.135195981719e-04,577,830
2103,0.000000000000e+00,5.048837521545e-05,3568,3568
2104,0.000000000000e+00,5.048837521545e-05,3569,3569
2105,0.000000000000e+00,5.048837521545e-05,3570,3570
2106,1.667117192783e-02,2.143713237926e-04,904,1233
2108,0.000000000000e+00,5.048837521545e-05,3571,3571
2109,1.002762347993e-02,1.108867998907e-04,1275,1817
2110,0.000000000000e+00,5.048837521545e-05,3572,3572
2111,0.000000000000e+00,5.048837521545e-05,3573,3573
2112,1.248424510578e-03,8.184268920774e-05,2124,2067
2113,0.000000000000e+00,5.048837521545e-05,3574,3574
2114,3.286727842426e-02,6.288785947117e-04,249,263
2115,0.000000000000e+00,5.048837521545e-05,3575,3575
2116,2.249558301853e-02,1.903258315109e-04,618,1347
2117,3.343541753419e-02,6.408220467463e-04,232,254
2118,0.000000000000e+00,5.048837521545e-05,3576,3576
2119,9.767504364431e-03,1.208241550286e-04,1295,1727
